"filepath","source_path","tag"
"CD19CD20-/FCT_G528A_7U71.csv","CD19CD20-/FCT_G528A_7U71.csv","Bcells_panel"
"CD19CD20-/FCT_G066H_1G36.csv","CD19CD20-/FCT_G066H_1G36.csv","Bcells_panel"
"CD19CD20-/FCT_G075C_6C58.csv","CD19CD20-/FCT_G075C_6C58.csv","Bcells_panel"
"CD19CD20-/FCT_G019G_5R90.csv","CD19CD20-/FCT_G019G_5R90.csv","Bcells_panel"
"CD19CD20-/FCT_G346D_7Q95.csv","CD19CD20-/FCT_G346D_7Q95.csv","Bcells_panel"
"CD19CD20-/FCT_G424D_2Q40.csv","CD19CD20-/FCT_G424D_2Q40.csv","Bcells_panel"
"CD19CD20-/FCT_G322C_8T05.csv","CD19CD20-/FCT_G322C_8T05.csv","Bcells_panel"
"CD19CD20-/FCT_G645C_5J98.csv","CD19CD20-/FCT_G645C_5J98.csv","Bcells_panel"
"CD19CD20-/FCT_G605D_5H22.csv","CD19CD20-/FCT_G605D_5H22.csv","Bcells_panel"
"CD19CD20-/FCT_G055D_5J65.csv","CD19CD20-/FCT_G055D_5J65.csv","Bcells_panel"
"CD19CD20-/FCT_G095H_7G49.csv","CD19CD20-/FCT_G095H_7G49.csv","Bcells_panel"
"CD19CD20-/FCT_G440E_4A43.csv","CD19CD20-/FCT_G440E_4A43.csv","Bcells_panel"
"CD19CD20-/FCT_G262C_9F94.csv","CD19CD20-/FCT_G262C_9F94.csv","Bcells_panel"
"CD19CD20-/FCT_G568D_6D74.csv","CD19CD20-/FCT_G568D_6D74.csv","Bcells_panel"
"CD19CD20-/FCT_G487C_9P23.csv","CD19CD20-/FCT_G487C_9P23.csv","Bcells_panel"
"CD19CD20-/FCT_G031K_3U37.csv","CD19CD20-/FCT_G031K_3U37.csv","Bcells_panel"
"CD19CD20-/FCT_G307C_9S28.csv","CD19CD20-/FCT_G307C_9S28.csv","Bcells_panel"
"CD19CD20-/FCT_G219C_3H36.csv","CD19CD20-/FCT_G219C_3H36.csv","Bcells_panel"
"CD19CD20-/FCT_G454F_9F41.csv","CD19CD20-/FCT_G454F_9F41.csv","Bcells_panel"
"CD19CD20-/FCT_G096B_8H92.csv","CD19CD20-/FCT_G096B_8H92.csv","Bcells_panel"
"CD19CD20-/FCT_G582J_9S67.csv","CD19CD20-/FCT_G582J_9S67.csv","Bcells_panel"
"CD19CD20-/FCT_G123E_1C83.csv","CD19CD20-/FCT_G123E_1C83.csv","Bcells_panel"
"CD19CD20-/FCT_G327K_3G39.csv","CD19CD20-/FCT_G327K_3G39.csv","Bcells_panel"
"CD19CD20-/FCT_G392E_7R26.csv","CD19CD20-/FCT_G392E_7R26.csv","Bcells_panel"
"CD19CD20-/FCT_G427A_7J86.csv","CD19CD20-/FCT_G427A_7J86.csv","Bcells_panel"
"CD19CD20-/FCT_G224E_9K89.csv","CD19CD20-/FCT_G224E_9K89.csv","Bcells_panel"
"CD19CD20-/FCT_G517F_7A15.csv","CD19CD20-/FCT_G517F_7A15.csv","Bcells_panel"
"CD19CD20-/FCT_G254C_3L47.csv","CD19CD20-/FCT_G254C_3L47.csv","Bcells_panel"
"CD19CD20-/FCT_G165J_5Q07.csv","CD19CD20-/FCT_G165J_5Q07.csv","Bcells_panel"
"CD19CD20-/FCT_G281J_6S68.csv","CD19CD20-/FCT_G281J_6S68.csv","Bcells_panel"
"CD19CD20-/FCT_G593H_3F78.csv","CD19CD20-/FCT_G593H_3F78.csv","Bcells_panel"
"CD19CD20-/FCT_G370A_5K33.csv","CD19CD20-/FCT_G370A_5K33.csv","Bcells_panel"
"CD19CD20-/FCT_G086F_6G04.csv","CD19CD20-/FCT_G086F_6G04.csv","Bcells_panel"
"CD19CD20-/FCT_G439J_7S99.csv","CD19CD20-/FCT_G439J_7S99.csv","Bcells_panel"
"CD19CD20-/FCT_G208B_3Q63.csv","CD19CD20-/FCT_G208B_3Q63.csv","Bcells_panel"
"CD19CD20-/FCT_G063J_4C85.csv","CD19CD20-/FCT_G063J_4C85.csv","Bcells_panel"
"CD19CD20-/FCT_G437K_2M98.csv","CD19CD20-/FCT_G437K_2M98.csv","Bcells_panel"
"CD19CD20-/FCT_G052J_9M19.csv","CD19CD20-/FCT_G052J_9M19.csv","Bcells_panel"
"CD19CD20-/FCT_G580C_1D49.csv","CD19CD20-/FCT_G580C_1D49.csv","Bcells_panel"
"CD19CD20-/FCT_G336K_5M82.csv","CD19CD20-/FCT_G336K_5M82.csv","Bcells_panel"
"CD19CD20-/FCT_G064G_8S18.csv","CD19CD20-/FCT_G064G_8S18.csv","Bcells_panel"
"CD19CD20-/FCT_G126K_5C39.csv","CD19CD20-/FCT_G126K_5C39.csv","Bcells_panel"
"CD19CD20-/FCT_G293A_2T29.csv","CD19CD20-/FCT_G293A_2T29.csv","Bcells_panel"
"CD19CD20-/FCT_G604E_4A37.csv","CD19CD20-/FCT_G604E_4A37.csv","Bcells_panel"
"CD19CD20-/FCT_G434A_8R60.csv","CD19CD20-/FCT_G434A_8R60.csv","Bcells_panel"
"CD19CD20-/FCT_G316G_9T61.csv","CD19CD20-/FCT_G316G_9T61.csv","Bcells_panel"
"CD19CD20-/FCT_G324A_9M15.csv","CD19CD20-/FCT_G324A_9M15.csv","Bcells_panel"
"CD19CD20-/FCT_G147H_4A00.csv","CD19CD20-/FCT_G147H_4A00.csv","Bcells_panel"
"CD19CD20-/FCT_G048J_6J33.csv","CD19CD20-/FCT_G048J_6J33.csv","Bcells_panel"
"CD19CD20-/FCT_G332H_9C78.csv","CD19CD20-/FCT_G332H_9C78.csv","Bcells_panel"
"CD19CD20-/FCT_G547K_1A73.csv","CD19CD20-/FCT_G547K_1A73.csv","Bcells_panel"
"CD19CD20-/FCT_G420J_2T37.csv","CD19CD20-/FCT_G420J_2T37.csv","Bcells_panel"
"CD19CD20-/FCT_G053B_2C43.csv","CD19CD20-/FCT_G053B_2C43.csv","Bcells_panel"
"CD19CD20-/FCT_G509K_4R31.csv","CD19CD20-/FCT_G509K_4R31.csv","Bcells_panel"
"CD19CD20-/FCT_G323D_3H00.csv","CD19CD20-/FCT_G323D_3H00.csv","Bcells_panel"
"CD19CD20-/FCT_G267K_8F83.csv","CD19CD20-/FCT_G267K_8F83.csv","Bcells_panel"
"CD19CD20-/FCT_G704C_7M43.csv","CD19CD20-/FCT_G704C_7M43.csv","Bcells_panel"
"CD19CD20-/FCT_G458E_2R11.csv","CD19CD20-/FCT_G458E_2R11.csv","Bcells_panel"
"CD19CD20-/FCT_G180E_4K73.csv","CD19CD20-/FCT_G180E_4K73.csv","Bcells_panel"
"CD19CD20-/FCT_G706K_1M50.csv","CD19CD20-/FCT_G706K_1M50.csv","Bcells_panel"
"CD19CD20-/FCT_G430G_7K85.csv","CD19CD20-/FCT_G430G_7K85.csv","Bcells_panel"
"CD19CD20-/FCT_G707F_8L56.csv","CD19CD20-/FCT_G707F_8L56.csv","Bcells_panel"
"CD19CD20-/FCT_G520K_2L30.csv","CD19CD20-/FCT_G520K_2L30.csv","Bcells_panel"
"CD19CD20-/FCT_G115G_9B43.csv","CD19CD20-/FCT_G115G_9B43.csv","Bcells_panel"
"CD19CD20-/FCT_G171B_2Q83.csv","CD19CD20-/FCT_G171B_2Q83.csv","Bcells_panel"
"CD19CD20-/FCT_G129B_4B80.csv","CD19CD20-/FCT_G129B_4B80.csv","Bcells_panel"
"CD19CD20-/FCT_G638A_2Q57.csv","CD19CD20-/FCT_G638A_2Q57.csv","Bcells_panel"
"CD19CD20-/FCT_G261B_1A67.csv","CD19CD20-/FCT_G261B_1A67.csv","Bcells_panel"
"CD19CD20-/FCT_G456J_5H88.csv","CD19CD20-/FCT_G456J_5H88.csv","Bcells_panel"
"CD19CD20-/FCT_G150K_1F88.csv","CD19CD20-/FCT_G150K_1F88.csv","Bcells_panel"
"CD19CD20-/FCT_G083D_6F71.csv","CD19CD20-/FCT_G083D_6F71.csv","Bcells_panel"
"CD19CD20-/FCT_G700D_1T13.csv","CD19CD20-/FCT_G700D_1T13.csv","Bcells_panel"
"CD19CD20-/FCT_G585D_7U10.csv","CD19CD20-/FCT_G585D_7U10.csv","Bcells_panel"
"CD19CD20-/FCT_G544A_8F50.csv","CD19CD20-/FCT_G544A_8F50.csv","Bcells_panel"
"CD19CD20-/FCT_G201K_3P73.csv","CD19CD20-/FCT_G201K_3P73.csv","Bcells_panel"
"CD19CD20-/FCT_G355C_2L14.csv","CD19CD20-/FCT_G355C_2L14.csv","Bcells_panel"
"CD19CD20-/FCT_G583B_7Q94.csv","CD19CD20-/FCT_G583B_7Q94.csv","Bcells_panel"
"CD19CD20-/FCT_G597G_9H51.csv","CD19CD20-/FCT_G597G_9H51.csv","Bcells_panel"
"CD19CD20-/FCT_G242K_9P50.csv","CD19CD20-/FCT_G242K_9P50.csv","Bcells_panel"
"CD19CD20-/FCT_G524G_7B33.csv","CD19CD20-/FCT_G524G_7B33.csv","Bcells_panel"
"CD19CD20-/FCT_G456J_3A18.csv","CD19CD20-/FCT_G456J_3A18.csv","Bcells_panel"
"CD19CD20-/FCT_G183G_6R43.csv","CD19CD20-/FCT_G183G_6R43.csv","Bcells_panel"
"CD19CD20-/FCT_G285C_3P40.csv","CD19CD20-/FCT_G285C_3P40.csv","Bcells_panel"
"CD19CD20-/FCT_G348C_7M34.csv","CD19CD20-/FCT_G348C_7M34.csv","Bcells_panel"
"CD19CD20-/FCT_G163A_8H83.csv","CD19CD20-/FCT_G163A_8H83.csv","Bcells_panel"
"CD19CD20-/FCT_G701G_6U29.csv","CD19CD20-/FCT_G701G_6U29.csv","Bcells_panel"
"CD19CD20-/FCT_G313B_3M95.csv","CD19CD20-/FCT_G313B_3M95.csv","Bcells_panel"
"CD19CD20-/FCT_G395G_2P86.csv","CD19CD20-/FCT_G395G_2P86.csv","Bcells_panel"
"CD19CD20-/FCT_G021A_7Q02.csv","CD19CD20-/FCT_G021A_7Q02.csv","Bcells_panel"
"CD19CD20-/FCT_G280F_9R22.csv","CD19CD20-/FCT_G280F_9R22.csv","Bcells_panel"
"CD19CD20-/FCT_G168C_5T87.csv","CD19CD20-/FCT_G168C_5T87.csv","Bcells_panel"
"CD19CD20-/FCT_G511G_1R72.csv","CD19CD20-/FCT_G511G_1R72.csv","Bcells_panel"
"CD19CD20-/FCT_G687G_7G50.csv","CD19CD20-/FCT_G687G_7G50.csv","Bcells_panel"
"CD19CD20-/FCT_G504J_3J15.csv","CD19CD20-/FCT_G504J_3J15.csv","Bcells_panel"
"CD19CD20-/FCT_G657J_8A95.csv","CD19CD20-/FCT_G657J_8A95.csv","Bcells_panel"
"CD19CD20-/FCT_G642G_4G53.csv","CD19CD20-/FCT_G642G_4G53.csv","Bcells_panel"
"CD19CD20-/FCT_G594F_2B69.csv","CD19CD20-/FCT_G594F_2B69.csv","Bcells_panel"
"CD19CD20-/FCT_G050C_7S58.csv","CD19CD20-/FCT_G050C_7S58.csv","Bcells_panel"
"CD19CD20-/FCT_G572E_9Q24.csv","CD19CD20-/FCT_G572E_9Q24.csv","Bcells_panel"
"CD19CD20-/FCT_G303J_6F60.csv","CD19CD20-/FCT_G303J_6F60.csv","Bcells_panel"
"CD19CD20-/FCT_G387J_2M15.csv","CD19CD20-/FCT_G387J_2M15.csv","Bcells_panel"
"CD19CD20-/FCT_G088H_8J10.csv","CD19CD20-/FCT_G088H_8J10.csv","Bcells_panel"
"CD19CD20-/FCT_G367D_7P24.csv","CD19CD20-/FCT_G367D_7P24.csv","Bcells_panel"
"CD19CD20-/FCT_G205G_6H71.csv","CD19CD20-/FCT_G205G_6H71.csv","Bcells_panel"
"CD19CD20-/FCT_G061E_9J60.csv","CD19CD20-/FCT_G061E_9J60.csv","Bcells_panel"
"CD19CD20-/FCT_G513E_6R36.csv","CD19CD20-/FCT_G513E_6R36.csv","Bcells_panel"
"CD19CD20-/FCT_G226G_5K55.csv","CD19CD20-/FCT_G226G_5K55.csv","Bcells_panel"
"CD19CD20-/FCT_G207A_2T57.csv","CD19CD20-/FCT_G207A_2T57.csv","Bcells_panel"
"CD19CD20-/FCT_G209H_5K20.csv","CD19CD20-/FCT_G209H_5K20.csv","Bcells_panel"
"CD19CD20-/FCT_G596J_4R24.csv","CD19CD20-/FCT_G596J_4R24.csv","Bcells_panel"
"CD19CD20-/FCT_G246E_2T20.csv","CD19CD20-/FCT_G246E_2T20.csv","Bcells_panel"
"CD19CD20-/FCT_G308A_5C24.csv","CD19CD20-/FCT_G308A_5C24.csv","Bcells_panel"
"CD19CD20-/FCT_G273J_8U58.csv","CD19CD20-/FCT_G273J_8U58.csv","Bcells_panel"
"CD19CD20-/FCT_G473E_5G17.csv","CD19CD20-/FCT_G473E_5G17.csv","Bcells_panel"
"CD19CD20-/FCT_G023C_1B42.csv","CD19CD20-/FCT_G023C_1B42.csv","Bcells_panel"
"CD19CD20-/FCT_G431B_2Q04.csv","CD19CD20-/FCT_G431B_2Q04.csv","Bcells_panel"
"CD19CD20-/FCT_G394D_1C54.csv","CD19CD20-/FCT_G394D_1C54.csv","Bcells_panel"
"CD19CD20-/FCT_G040D_7T15.csv","CD19CD20-/FCT_G040D_7T15.csv","Bcells_panel"
"CD19CD20-/FCT_G328H_9D21.csv","CD19CD20-/FCT_G328H_9D21.csv","Bcells_panel"
"CD19CD20-/FCT_G278A_2P67.csv","CD19CD20-/FCT_G278A_2P67.csv","Bcells_panel"
"CD4CD8/1369_001_P1.csv","CD4CD8/1369_001_P1.csv","HIPC-3"
"CD19CD20-/FCT_G549J_7D27.csv","CD19CD20-/FCT_G549J_7D27.csv","Bcells_panel"
"CD14CD31920/DC_MONO_NK_1369.csv","CD14CD31920/DC_MONO_NK_1369.csv","HIPC-3"
"CD8CD45RA/1369_001_P1.csv","CD8CD45RA/1369_001_P1.csv","HIPC-3"
"CD14CD31920/DC_MONO_NK_1349_001.csv","CD14CD31920/DC_MONO_NK_1349_001.csv","HIPC-3"
"CD8CD45RA/12828_P1.csv","CD8CD45RA/12828_P1.csv","HIPC-3"
"CD45RADR/12828_001_P1.csv","CD45RADR/12828_001_P1.csv","HIPC-3"
"CD4CD8/12828_002_P1.csv","CD4CD8/12828_002_P1.csv","HIPC-3"
"CD14CD31920/DC_MONO_NK_1349_002.csv","CD14CD31920/DC_MONO_NK_1349_002.csv","HIPC-3"
"CD4CD8/1349_P1.csv","CD4CD8/1349_P1.csv","HIPC-3"
"CD14CD31920/DC_MONO_NK_1349.csv","CD14CD31920/DC_MONO_NK_1349.csv","HIPC-3"
"CD8CCR7/1349_002_P1.csv","CD8CCR7/1349_002_P1.csv","HIPC-3"
"HLADR+CD14+/FCT_G333E_7A06.csv","HLADR+CD14+/FCT_G333E_7A06.csv","Myeloid_panel"
"CD8CD45RA/1369_002_P1.csv","CD8CD45RA/1369_002_P1.csv","HIPC-3"
